overall,reviewText,summary
1,I got an extra large and it fit fine when it came in but of course as soon as I washed it shrunk about two sizes.  It's shipped from China and very cheap.  The neck hangs too low and fits kind of snug.  Stay away from these ones shipping from China.  I wasted the money on this shirt.,I got an extra large and it fit fine when it came in but of course as soon ...
1,"Cute but does not look like the picture. It's much darker, not opaque or even the same color. In the posting it looks like a pale flat stone. I attached a photo of what it really looks like. It's a borealis type crystal with a pretty thick metal border. It's cute but I already have one like this. I really wish it looked as advertised. I'll probably keep as a back up piercing.",Not as pictured
1,Returning.  Not a dance shoe at all.,Not for dance.
1,"This was a major let down.  The dress looks gorgeous on the model, but what I got was far from it.  The fit was just all wrong (too snug, not true to size).  The color was to dark, and the material was just cheap.  I DO NOT recommend that anyone buy this dress.  It is not worth it at all.",Hated It!
1,Larger than expected.,One Star
1,Waaayyy too small. Have no use for it,One Star
1,"Dress was extremely small...pretty sure it's a kids size Medium.  Also, the quality was horrible.  Seams are unfinished, material is cheap, color is not striking.  Amazon, please stop carrying this dress!",Don't buy this dress!
1,"Shirt was wide enough, but not long enough....it would have worked for a short, big man but not a average to tall man.  It should have been big enough, it was a 4XL!","Shirt was wide enough, but not long enough. ..."
1,"sent back, not sure how the sides would even work as they had no stiffness",ewwww
1,"I love the size and color of the glasses, they came in cracked though.. :/",Cool glasses but broken right when I opened them
1,These are obviously made in Asia the xl could fit my chihuahua pretty good!,... made in Asia the xl could fit my chihuahua pretty good!
1,It's cheap looking but the last few things have been that I have bought a lot of stuff from amazon but I'm gonna haft to back away for a while few things have not worked like hot lather machine,... away for a while few things have not worked like hot lather
1,CONPLETELY SHEAR AND WAY TOO SMALL,Don't waste your money...
1,it was a child size shirt not womens,One Star
1,So I got theses spent money getting my lenses put in . But they never sat right on my face they were always stuck higher up on one side so went to get them adjusted come to find out they were not even on both sides waste of money,But they never sat right on my face they were always stuck higher up on one side so went to get them adjusted come to find out they were not even on both sides waste of money
1,Loved  them... if I could get my feet into them!  Too tight and no give.  I usually don't need to buy wide width so I was disappointed.,Hated to return them
1,"I am very disappointed!!!! Sent wrong size, it feels like it was made out of a cheap table cloth. The kind you pick up at the dollar store. A button fell off when I pulled it out of the box. I would never pay $30.00 for this. I will be sending this back!!! 0 stars",aweful!!!
1,I just opened up the box with the shoes on it. I pulled out the first one. There is a nasty looking rip in th stitching on the side. It looks like someone attempted to put super glue on it. I'm so upset bc this was a Christmas gift for someone. And I waited two weeks already for the shoes only to see this. I should bought the sperrys.,Disaster. Probably never buying nautica again
1,Dont buy this! Bracelet came BROKEN!,Item came broken
1,"I was really excited to get this to add to my wedding band and ring as a ""thin blue line"" to honor my husband.  The color of the sapphires is very light.  Not what I thought it would be.",I was really excited to get this to add to ...
1,"The fit is not only too small is also very tight and it looks like a dipper. I'm a size 0-2 and got an ""S"" and it's way too tight and unflattering.",... too small is also very tight and it looks like a dipper
1,"After 6 months, the lenses developed spots on them where the gray finish has disappeared. leaving the lenses miscolored.",One Star
1,Terrible quality imprint! Waste of money!,One Star
1,"I wish I could leave 0 stars.  I was appalled when I received these jeans and didn't even attempt to try them on.  The jeans were covered with hair and had clearly been worn before...not just tried on, but WORN.  When you pay $130 for a pair of designer jeans you'd expect them to be brand new with tags attached, you wouldn't expect to be afraid to even try them on.  I am returning and will be careful not to buy from this vendor again.  Disappointed there isn't better quality control.",Jeans had been worn before!
1,It rips very easy.  My son has only used it for a month and a half and it's already ruined.  My son was not rough it was just cheaply made.,Dont Buy
1,"I like the socks, but they fit my adult feet and are way too large for my ""Girls..."" and since my 4-year-old loves them and ripped the tag off and put them on before I could even check the size, it is impossible to return them, or even to explain to her why wearing women's sized socks doesn't look so good.  The material and design are fine, but the 9-11 shoe size is for women, not little girls with a 9-11 shoe size.  Very disappointed.",I like the socks
1,Sizes run really small,One Star
1,"Frankly, I'm angry. I never received the item ever. The company won't return  my emails or calls. The only time they responded they told me it was already delivered, which it clearly was not.

DO. NOT. BUY from this vendor.",I never received anything
